Bronze,Silver,Gold,ID,Sex,Age,Height,Weight,Year,Medal,BMI,Host,Population,GDP_Per_Capita,Event,Name,Team,Sport
0.9,0.0,0.1,66827,1,19.0,180.0,74.0,2016,0,22.839506172839503,0,4026152.0,8927.201627344768,"Cycling Men's Team Pursuit, 4,000 metres",Niklas Larsen,Denmark,Cycling
0.3,0.1,0.6,80404,1,25.0,180.0,83.0,2016,2,25.61728395061728,0,4692700.0,40331.95910482274,Cycling Men's Team Sprint,Ethan Mitchell,New Zealand,Cycling
0.3,0.1,0.6,80404,1,25.0,180.0,83.0,2016,2,25.61728395061728,0,4692700.0,40331.95910482274,Cycling Men's Team Sprint,Ethan Mitchell,New Zealand,Cycling
0.3,0.1,0.6,80404,1,25.0,180.0,83.0,2016,2,25.61728395061728,0,4692700.0,40331.95910482274,Cycling Men's Team Sprint,Ethan Mitchell,New Zealand,Cycling
0.0,0.44000000000000006,0.5599999999999999,96399,0,25.0,158.0,58.0,2016,2,23.233456176894723,0,323127513.0,57588.538070583025,Cycling Women's BMX,Alise Rose Post,United States,Cycling
0.0,0.44000000000000006,0.5599999999999999,96399,0,25.0,158.0,58.0,2016,2,23.233456176894723,0,323127513.0,57588.538070583025,Cycling Women's BMX,Alise Rose Post,United States,Cycling
0.9,0.1,0.0,48085,0,25.0,165.0,65.0,2016,0,23.875114784205696,0,31568179.0,12755.000081880738,Cycling Women's BMX,Stefany del Carmen Hernndez Mendoza,Venezuela,Cycling
0.8,0.1,0.1,92992,0,35.0,166.0,50.0,2016,0,18.144868631151112,0,36286425.0,42348.94546059788,"Cycling Women's Mountainbike, Cross-Country",Catharine Pendrel,Canada,Cycling
0.1,0.8,0.1,101026,0,22.0,165.0,55.0,2016,1,20.202020202020204,0,9903122.0,51844.761261862746,"Cycling Women's Mountainbike, Cross-Country",Jenny Rissveds,Sweden,Cycling
0.8,0.1,0.1,92992,0,35.0,166.0,50.0,2016,0,18.144868631151112,0,36286425.0,42348.94546059788,"Cycling Women's Mountainbike, Cross-Country",Catharine Pendrel,Canada,Cycling
0.7,0.1,0.2,28031,0,26.0,176.0,64.0,2016,0,20.66115702479339,0,11348159.0,41260.977551146825,Cycling Women's Omnium,Jolien D'hoore,Belgium,Cycling
0.7,0.1,0.2,28031,0,26.0,176.0,64.0,2016,0,20.66115702479339,0,11348159.0,41260.977551146825,Cycling Women's Omnium,Jolien D'hoore,Belgium,Cycling
0.7,0.1,0.2,28031,0,26.0,176.0,64.0,2016,0,20.66115702479339,0,11348159.0,41260.977551146825,Cycling Women's Omnium,Jolien D'hoore,Belgium,Cycling
0.8,0.0,0.2,71235,0,24.0,170.0,59.0,2016,0,20.41522491349481,0,60600590.0,30668.981428999723,"Cycling Women's Road Race, Individual",Elisa Longo Borghini,Italy,Cycling
0.5,0.5,0.0,124346,0,26.0,167.0,56.0,2016,1,20.07960127648894,0,10045158.0,23497.72740674225,"Cycling Women's Road Race, Individual",Anna van der Breggen,Netherlands,Cycling
0.8,0.0,0.2,71235,0,24.0,170.0,59.0,2016,0,20.41522491349481,0,60600590.0,30668.981428999723,"Cycling Women's Road Race, Individual",Elisa Longo Borghini,Italy,Cycling
0.0,0.0,1.0,53471,0,24.0,171.0,66.0,2016,2,22.571047501795427,0,65637239.0,40412.03361998853,Cycling Women's Sprint,"Rebecca Angharad ""Becky"" James",Great Britain,Cycling
0.1,0.8,0.1,69817,0,22.0,185.0,90.0,2016,1,26.29656683710737,0,56797087.0,23166.80406268323,Cycling Women's Sprint,Elis Ligtlee,Netherlands,Cycling
0.7,0.2,0.1,74782,0,23.0,170.0,72.0,2016,0,24.913494809688583,0,65637239.0,40412.03361998853,Cycling Women's Sprint,Katy Louise Marchant,Great Britain,Cycling
0.0,0.15,0.85,123943,0,21.0,176.0,74.0,2016,2,23.889462809917354,0,323127513.0,57588.538070583025,Cycling Women's Team Pursuit,Jennifer Valente,United States,Cycling
0.2,0.8,0.0,4928,0,22.0,178.0,70.0,2016,1,22.093170054286077,0,65637239.0,40412.03361998853,Cycling Women's Team Pursuit,Katie Louise Archibald,Great Britain,Cycling
0.9,0.1,0.0,15557,0,29.0,167.0,61.0,2016,0,21.872422819032597,0,36286425.0,42348.94546059788,Cycling Women's Team Pursuit,Laura Brown,Canada,Cycling
0.0,0.0,1.0,55461,1,20.0,188.0,80.0,2016,2,22.634676324128566,0,323127513.0,57588.538070583025,Diving Men's Platform,Steele Alexander Johnson,United States,Diving
0.675,0.025,0.3,20150,1,20.0,168.0,60.0,2016,1,21.258503401360542,0,1378665000.0,8117.267465431786,Diving Men's Platform,Chen Aisen,China,Diving
0.675,0.025,0.3,20150,1,20.0,168.0,60.0,2016,1,21.258503401360542,0,1378665000.0,8117.267465431786,Diving Men's Platform,Chen Aisen,China,Diving
0.0,0.1,0.9,48869,1,22.0,173.0,68.0,2016,2,22.72043837081092,0,323127513.0,57588.538070583025,Diving Men's Springboard,"Michael ""Mike"" Hixon",United States,Diving
0.0,0.55,0.45,67089,1,21.0,166.0,65.0,2016,2,23.588329220496444,0,65637239.0,40412.03361998853,Diving Men's Springboard,Jack David Laugher,Great Britain,Diving
0.5,0.5,0.0,78006,1,23.0,172.0,70.0,2016,1,23.661438615467823,0,65637239.0,40412.03361998853,Diving Men's Springboard,"Christopher James ""Chris"" Mears",Great Britain,Diving
0.9,0.1,0.0,41686,1,19.0,167.0,58.0,2016,0,20.7967298935064,0,65637239.0,40412.03361998853,Diving Men's Synchronized Platform,Daniel Goodfellow,Great Britain,Diving
0.9,0.1,0.0,41686,1,19.0,167.0,58.0,2016,0,20.7967298935064,0,65637239.0,40412.03361998853,Diving Men's Synchronized Platform,Daniel Goodfellow,Great Britain,Diving
0.9,0.1,0.0,41686,1,19.0,167.0,58.0,2016,0,20.7967298935064,0,65637239.0,40412.03361998853,Diving Men's Synchronized Platform,Daniel Goodfellow,Great Britain,Diving
0.0,0.0,1.0,29520,1,24.0,175.0,77.0,2016,2,25.142857142857142,0,323127513.0,57588.538070583025,Diving Men's Synchronized Springboard,Sam Dorman,United States,Diving
0.0,0.0,1.0,29520,1,24.0,175.0,77.0,2016,2,25.142857142857142,0,323127513.0,57588.538070583025,Diving Men's Synchronized Springboard,Sam Dorman,United States,Diving
0.0,0.0,1.0,29520,1,24.0,175.0,77.0,2016,2,25.142857142857142,0,323127513.0,57588.538070583025,Diving Men's Synchronized Springboard,Sam Dorman,United States,Diving
0.3,0.4,0.3,110126,0,17.0,164.0,57.0,2016,2,21.192742415229034,0,1378665000.0,8117.267465431786,Diving Women's Platform,Si Yajie,China,Diving
0.2,0.8,0.0,99924,0,15.0,162.0,49.0,2016,1,18.670934308794383,0,1378665000.0,8117.267465431786,Diving Women's Platform,Ren Qian,China,Diving
0.3,0.4,0.3,110126,0,17.0,164.0,57.0,2016,2,21.192742415229034,0,1378665000.0,8117.267465431786,Diving Women's Platform,Si Yajie,China,Diving
0.1,0.1,0.8,20401,0,26.0,150.0,48.0,2016,2,21.33333333333333,0,4259800.0,31287.778647512507,Diving Women's Springboard,Cheong Jun Hoong,Malaysia,Diving
0.0,0.95,0.05,109683,0,24.0,159.0,52.0,2016,1,20.56880661366243,0,1378665000.0,8117.267465431786,Diving Women's Springboard,Shi Tingmao,China,Diving
1.0,0.0,0.0,58392,0,20.0,167.0,62.0,2016,0,22.23098712754133,0,24127159.0,49896.68110092457,Diving Women's Springboard,Maddison Keeney,Australia,Diving
0.1,0.8,0.1,70592,0,18.0,157.0,48.0,2016,1,19.473406629072173,0,1378665000.0,8117.267465431786,Diving Women's Synchronized Platform,Liu Huixia,China,Diving
0.1,0.8,0.1,70592,0,18.0,157.0,48.0,2016,1,19.473406629072173,0,1378665000.0,8117.267465431786,Diving Women's Synchronized Platform,Liu Huixia,China,Diving
0.1,0.8,0.1,70592,0,18.0,157.0,48.0,2016,1,19.473406629072173,0,1378665000.0,8117.267465431786,Diving Women's Synchronized Platform,Liu Huixia,China,Diving
0.18333333333333332,0.0,0.8166666666666667,25003,0,30.0,163.0,57.0,2016,2,21.453573713726524,0,60600590.0,30668.981428999723,Diving Women's Synchronized Springboard,Francesca Dallap,Italy,Diving
0.8,0.1,0.1,112180,0,23.0,168.0,55.0,2016,0,19.48696145124717,0,24127159.0,49896.68110092457,Diving Women's Synchronized Springboard,Anabelle Smith,Australia,Diving
0.8,0.1,0.1,112180,0,23.0,168.0,55.0,2016,0,19.48696145124717,0,24127159.0,49896.68110092457,Diving Women's Synchronized Springboard,Anabelle Smith,Australia,Diving
0.2,0.1,0.7,11448,0,40.0,173.0,75.0,2016,2,25.05930702662969,0,65637239.0,40412.03361998853,"Equestrianism Mixed Dressage, Individual",Fiona Clare Bigwood,Great Britain,Equestrianism
0.0,0.7,0.3,102858,1,21.0,193.0,73.0,2016,1,19.59784155279337,0,10398489.0,4633.312922662492,"Equestrianism Mixed Dressage, Individual",Snke Rothenberger,Germany,Equestrianism
0.9,0.1,0.0,93605,0,28.0,163.0,59.0,2016,0,22.20633068613798,0,323127513.0,57588.538070583025,"Equestrianism Mixed Dressage, Individual",Kasey Perry-Glass,United States,Equestrianism
0.1,0.1,0.8,34164,1,35.0,173.0,66.0,2016,2,22.052190183434128,0,323127513.0,57588.538070583025,"Equestrianism Mixed Jumping, Individual",Kent Farrington,United States,Equestrianism
0.1,0.9,0.0,13790,1,50.0,176.0,80.0,2016,1,25.826446280991732,0,66896109.0,36870.21913445626,"Equestrianism Mixed Jumping, Individual",Roger-Yves Bost,France,Equestrianism
0.9,0.1,0.0,27912,1,34.0,190.0,76.0,2016,0,21.05263157894737,0,10596487.0,12888.3045908829,"Equestrianism Mixed Jumping, Individual",Daniel Deuer,Germany,Equestrianism
0.1,0.0,0.9,63681,0,27.0,168.0,65.0,2016,2,23.030045351473927,0,37948016.0,12430.629601767552,"Equestrianism Mixed Three-Day Event, Individual",Julia Krajewski,Germany,Equestrianism
0.0,1.0,0.0,68658,1,32.0,176.0,70.0,2016,1,22.59814049586777,0,66896109.0,36870.21913445626,"Equestrianism Mixed Three-Day Event, Individual",Mathieu Lemoine,France,Equestrianism
0.8,0.0,0.2,16759,1,34.0,180.0,70.0,2016,0,21.604938271604937,0,24127159.0,49896.68110092457,"Equestrianism Mixed Three-Day Event, Individual",Christopher Burton,Australia,Equestrianism
0.1,0.0,0.9,68286,1,24.0,190.0,80.0,2016,2,22.1606648199446,0,66896109.0,36870.21913445626,"Fencing Men's Foil, Individual",Enzo-Boris Lefort,France,Fencing
0.0,0.9,0.1,38841,1,23.0,177.0,65.0,2016,1,20.747550193111813,0,60600590.0,30668.981428999723,"Fencing Men's Foil, Individual",Daniele Garozzo,Italy,Fencing
0.8,0.0,0.2,19644,1,26.0,193.0,80.0,2016,0,21.47708663319821,0,323127513.0,57588.538070583025,"Fencing Men's Foil, Individual",Miles Cleveland Chamley-Watson,United States,Fencing
0.1,0.1,0.8,121073,1,26.0,177.0,77.0,2016,2,24.577867151840145,0,66896109.0,36870.21913445626,"Fencing Men's Foil, Team",Jean-Paul Tony Helissey,France,Fencing
0.1,0.1,0.8,121073,1,26.0,177.0,77.0,2016,2,24.577867151840145,0,66896109.0,36870.21913445626,"Fencing Men's Foil, Team",Jean-Paul Tony Helissey,France,Fencing
0.1,0.1,0.8,121073,1,26.0,177.0,77.0,2016,2,24.577867151840145,0,66896109.0,36870.21913445626,"Fencing Men's Foil, Team",Jean-Paul Tony Helissey,France,Fencing
0.0,0.2,0.8,49661,1,26.0,173.0,74.0,2016,2,24.72518293294129,0,323127513.0,57588.538070583025,"Fencing Men's Sabre, Individual",Daryl Homer,United States,Fencing
0.0,0.2,0.8,49661,1,26.0,173.0,74.0,2016,2,24.72518293294129,0,323127513.0,57588.538070583025,"Fencing Men's Sabre, Individual",Daryl Homer,United States,Fencing
0.0,0.2,0.8,49661,1,26.0,173.0,74.0,2016,2,24.72518293294129,0,323127513.0,57588.538070583025,"Fencing Men's Sabre, Individual",Daryl Homer,United States,Fencing
0.1,0.0,0.9,38842,1,27.0,190.0,70.0,2016,2,19.390581717451525,0,60600590.0,30668.981428999723,"Fencing Men's epee, Individual",Enrico Garozzo,Italy,Fencing
0.0,0.7,0.3,13436,1,27.0,197.0,100.0,2016,1,25.76721894405937,0,66896109.0,36870.21913445626,"Fencing Men's epee, Individual",Yannick Philippe Andr Borel,France,Fencing
0.4,0.4,0.2,35147,1,22.0,180.0,74.0,2016,2,22.839506172839503,0,60600590.0,30668.981428999723,"Fencing Men's epee, Individual",Marco Fichera,Italy,Fencing
0.1,0.1,0.8,105556,1,23.0,184.0,76.0,2016,2,22.448015122873343,0,60600590.0,30668.981428999723,"Fencing Men's epee, Team",Andrea Santarelli,Italy,Fencing
0.2,0.7,0.1,72025,1,38.0,186.0,78.0,2016,1,22.54595907041276,0,66896109.0,36870.21913445626,"Fencing Men's epee, Team",Jean-Michel Lucenay,France,Fencing
0.8,0.0,0.2,113034,1,36.0,188.0,85.0,2016,0,24.049343594386603,0,9817958.0,12820.088196305347,"Fencing Men's epee, Team",Pter Somfai,Hungary,Fencing
0.65,0.25,0.1,13908,0,27.0,167.0,56.0,2016,0,20.07960127648894,0,11403248.0,3666.3571544061965,"Fencing Women's Foil, Individual",Ins Boubakri,Tunisia,Fencing
0.65,0.25,0.1,13908,0,27.0,167.0,56.0,2016,0,20.07960127648894,0,11403248.0,3666.3571544061965,"Fencing Women's Foil, Individual",Ins Boubakri,Tunisia,Fencing
0.65,0.25,0.1,13908,0,27.0,167.0,56.0,2016,0,20.07960127648894,0,11403248.0,3666.3571544061965,"Fencing Women's Foil, Individual",Ins Boubakri,Tunisia,Fencing
0.4,0.0,0.6,62321,0,23.0,169.0,75.0,2016,2,26.25958474843318,0,45004645.0,2185.72803066435,"Fencing Women's Sabre, Individual",Alina Ivanivna Komashchuk,Ukraine,Fencing
0.0,1.0,0.0,132795,0,22.0,175.0,64.0,2016,1,20.897959183673468,0,144342396.0,8759.03611775209,"Fencing Women's Sabre, Individual",Yana Karapetovna Yegoryan,Russia,Fencing
0.8,0.2,0.0,82901,0,30.0,170.0,68.0,2016,0,23.529411764705884,0,323127513.0,57588.538070583025,"Fencing Women's Sabre, Individual",Ibtihaj Muhammad,United States,Fencing
0.3,0.2,0.5,127503,0,26.0,165.0,65.0,2016,2,23.875114784205696,0,45004645.0,2185.72803066435,"Fencing Women's Sabre, Team",Olena Oleksandrivna Voronina,Ukraine,Fencing
0.7,0.25,0.05,1730,0,26.0,183.0,74.0,2016,0,22.096807907073963,0,323127513.0,57588.538070583025,"Fencing Women's Sabre, Team",Monica Aksamit,United States,Fencing
0.7,0.25,0.05,1730,0,26.0,183.0,74.0,2016,0,22.096807907073963,0,323127513.0,57588.538070583025,"Fencing Women's Sabre, Team",Monica Aksamit,United States,Fencing
0.1,0.0,0.9,35134,0,25.0,167.0,50.0,2016,2,17.92821542543655,0,60600590.0,30668.981428999723,"Fencing Women's epee, Individual",Rossella Fiamingo,Italy,Fencing
0.0,0.9,0.1,117407,0,33.0,176.0,71.0,2016,1,22.92097107438017,0,9817958.0,12820.088196305347,"Fencing Women's epee, Individual",Emese Judit Szsz,Hungary,Fencing
0.9,0.1,0.0,62254,0,25.0,176.0,64.0,2016,0,20.66115702479339,0,144342396.0,8759.03611775209,"Fencing Women's epee, Individual",Violetta Vitalyevna Kolobova,Russia,Fencing
0.1,0.0,0.9,45877,0,28.0,176.0,66.0,2016,2,21.306818181818183,0,1378665000.0,8117.267465431786,"Fencing Women's epee, Team",Hao Jialu,China,Fencing
0.0,1.0,0.0,28685,0,32.0,168.0,60.0,2016,1,21.258503401360542,0,19705301.0,9567.097781913297,"Fencing Women's epee, Team",Loredana Dinu (Iordchioiu-),Romania,Fencing
0.1,0.0,0.9,45877,0,28.0,176.0,66.0,2016,2,21.306818181818183,0,1378665000.0,8117.267465431786,"Fencing Women's epee, Team",Hao Jialu,China,Fencing
0.0,0.0,1.0,9990,1,27.0,184.0,80.0,2016,2,23.62948960302457,0,13177000.0,3942.8124195443916,Football Men's Football,Lars Bender,Germany,Football
0.0,1.0,0.0,29713,1,22.0,173.0,69.0,2016,1,23.054562464499316,1,207652865.0,8639.365743445373,Football Men's Football,Douglas dos Santos Justino de Melo,Brazil,Football
0.9,0.1,0.0,123294,1,21.0,172.0,72.0,2016,0,24.337479718766904,0,163644603.0,1039.31208844269,Football Men's Football,Aminu Umar,Nigeria,Football
0.0,0.0,1.0,4724,0,26.0,168.0,65.0,2016,2,23.030045351473927,0,9903122.0,51844.761261862746,Football Women's Football,Emilia Elisabeth Appelqvist,Sweden,Football
0.0,1.0,0.0,47672,0,26.0,175.0,68.0,2016,1,22.20408163265306,0,8336605.0,12914.330681957246,Football Women's Football,Josephine Henning,Germany,Football
1.0,0.0,0.0,24609,0,23.0,173.0,71.0,2016,0,23.722810651876102,0,36286425.0,42348.94546059788,Football Women's Football,Sabrina D'Angelo,Canada,Football
0.1,0.2,0.7,114934,1,40.0,188.0,86.0,2016,2,24.332277048438208,0,9903122.0,51844.761261862746,Golf Men's Individual,Henrik Olof Stenson,Sweden,Golf
0.6,0.3,0.1,64576,1,38.0,193.0,86.0,2016,0,23.087868130688072,0,323127513.0,57588.538070583025,Golf Men's Individual,"Matthew Gregory ""Matt"" Kuchar",United States,Golf
0.6,0.3,0.1,64576,1,38.0,193.0,86.0,2016,0,23.087868130688072,0,323127513.0,57588.538070583025,Golf Men's Individual,"Matthew Gregory ""Matt"" Kuchar",United States,Golf
0.4,0.3,0.3,34618,0,26.0,170.0,85.0,2016,0,29.411764705882355,0,1378665000.0,8117.267465431786,Golf Women's Individual,Feng Shanshan,China,Golf
0.1,0.8,0.1,91521,0,28.0,168.0,65.0,2016,1,23.030045351473927,0,51245707.0,27608.247428711602,Golf Women's Individual,Park In-Bee,South Korea,Golf
0.4,0.3,0.3,34618,0,26.0,170.0,85.0,2016,0,29.411764705882355,0,1378665000.0,8117.267465431786,Golf Women's Individual,Feng Shanshan,China,Golf
0.0,0.9,0.1,100351,1,31.0,155.0,54.0,2016,1,22.476586888657646,0,25368620.0,39339.29757318257,Gymnastics Men's Horse Vault,Ri Se-Gwang,North Korea,Gymnastics
0.0,0.9,0.1,100351,1,31.0,155.0,54.0,2016,1,22.476586888657646,0,25368620.0,39339.29757318257,Gymnastics Men's Horse Vault,Ri Se-Gwang,North Korea,Gymnastics
0.0,0.9,0.1,100351,1,31.0,155.0,54.0,2016,1,22.476586888657646,0,25368620.0,39339.29757318257,Gymnastics Men's Horse Vault,Ri Se-Gwang,North Korea,Gymnastics
0.0,0.3,0.7,84138,1,19.0,166.0,67.0,2016,2,24.31412396574249,0,144342396.0,8759.03611775209,Gymnastics Men's Individual All-Around,Nikita Vladimirovich Nagorny,Russia,Gymnastics
0.3,0.5,0.2,126096,1,22.0,161.0,55.0,2016,2,21.218317194552675,0,45004645.0,2185.72803066435,Gymnastics Men's Individual All-Around,Oleh Yuriyovych Verniaiev,Ukraine,Gymnastics
1.0,0.0,0.0,69955,1,20.0,163.0,60.0,2016,0,22.582709172343712,0,1378665000.0,8117.267465431786,Gymnastics Men's Individual All-Around,Lin Chaopan,China,Gymnastics
0.0,0.9,0.1,94094,1,25.0,164.0,62.0,2016,1,23.051754907792983,0,10255063.0,6011.615220357014,Gymnastics Men's Rings,Eleftherios Petrounias,Greece,Gymnastics
0.0,0.9,0.1,94094,1,25.0,164.0,62.0,2016,1,23.051754907792983,0,10255063.0,6011.615220357014,Gymnastics Men's Rings,Eleftherios Petrounias,Greece,Gymnastics
0.0,0.9,0.1,94094,1,25.0,164.0,62.0,2016,1,23.051754907792983,0,10255063.0,6011.615220357014,Gymnastics Men's Rings,Eleftherios Petrounias,Greece,Gymnastics
0.1,0.1,0.8,115758,1,19.0,170.0,59.0,2016,2,20.41522491349481,0,144342396.0,8759.03611775209,Gymnastics Men's Team All-Around,Ivan Alekseyevich Stretovich,Russia,Gymnastics
0.0,0.6,0.4,109869,1,19.0,162.0,51.0,2016,1,19.43301326017375,0,126994511.0,38972.340639146816,Gymnastics Men's Team All-Around,Kenzo Shirai,Japan,Gymnastics
0.9,0.0,0.1,70677,1,21.0,162.0,61.0,2016,0,23.243408017070564,0,1378665000.0,8117.267465431786,Gymnastics Men's Team All-Around,Liu Yang,China,Gymnastics
0.2,0.0,0.8,78508,0,16.0,151.0,44.0,2016,2,19.29739923687557,0,144342396.0,8759.03611775209,Gymnastics Women's Individual All-Around,Angelina Romanovna Melnikova,Russia,Gymnastics
0.4211904761904762,0.5788095238095238,0.0,11495,0,19.0,143.0,47.0,2016,1,22.984008997995016,0,323127513.0,57588.538070583025,Gymnastics Women's Individual All-Around,Simone Arianne Biles,United States,Gymnastics
0.9,0.0,0.1,128618,0,16.0,140.0,33.0,2016,0,16.836734693877553,0,1378665000.0,8117.267465431786,Gymnastics Women's Individual All-Around,Wang Yan,China,Gymnastics
0.2,0.1,0.7,48041,0,16.0,152.0,49.0,2016,1,21.208448753462605,0,323127513.0,57588.538070583025,Gymnastics Women's Team All-Around,"Lauren Zoe ""Laurie"" Hernandez",United States,Gymnastics
0.2,0.8,0.0,129898,0,24.0,156.0,46.0,2016,1,18.902038132807363,0,207652865.0,8639.365743445373,Gymnastics Women's Team All-Around,Sanne Wevers,Netherlands,Gymnastics
1.0,0.0,0.0,33952,0,16.0,148.0,37.0,2016,0,16.89189189189189,0,1378665000.0,8117.267465431786,Gymnastics Women's Team All-Around,Fan Yilin,China,Gymnastics
0.0,0.0,1.0,96287,1,25.0,190.0,92.0,2016,2,25.48476454293629,0,66896109.0,36870.21913445626,Handball Men's Handball,Valentin Porte,France,Handball
0.0,1.0,0.0,45782,1,28.0,196.0,98.0,2016,1,25.51020408163265,0,4408100.0,39970.256244503704,Handball Men's Handball,Mikkel Hansen,Denmark,Handball
0.9,0.0,0.1,39502,1,29.0,188.0,88.0,2016,0,24.898143956541425,0,209896000.0,6109.925868048938,Handball Men's Handball,Uwe Gensheimer,Germany,Handball
0.0,0.0,1.0,65759,0,29.0,177.0,73.0,2016,2,23.301094832264035,0,66896109.0,36870.21913445626,Handball Women's Handball,Alexandra Lacrabre,France,Handball
0.1,0.9,0.0,108186,0,32.0,184.0,74.0,2016,1,21.85727788279773,0,144342396.0,8759.03611775209,Handball Women's Handball,Anna Sergeyevna Sedoykina,Russia,Handball
1.0,0.0,0.0,88115,0,24.0,168.0,65.0,2016,0,23.030045351473927,0,5232929.0,70890.03556873862,Handball Women's Handball,Stine Bredal Oftedal,Norway,Handball
0.0,0.0,1.0,29114,1,28.0,174.0,69.0,2016,2,22.79032897344431,0,11348159.0,41260.977551146825,Hockey Men's Hockey,John-John Dohmen,Belgium,Hockey
0.0,1.0,0.0,15770,1,30.0,179.0,79.0,2016,1,24.65590961580475,0,43847430.0,12654.354998995825,Hockey Men's Hockey,Manuel Brunet,Argentina,Hockey
1.0,0.0,0.0,103365,1,22.0,180.0,77.0,2016,0,23.76543209876543,0,132800684.0,1573.967139332195,Hockey Men's Hockey,Christopher Rhr,Germany,Hockey
0.0,0.1,0.9,13705,0,28.0,181.0,69.0,2016,2,21.06162815542871,0,60789140.0,35396.66572422649,Hockey Women's Hockey,Willemijn Bos,Netherlands,Hockey
0.0,1.0,0.0,48665,0,27.0,168.0,62.0,2016,1,21.9671201814059,0,65637239.0,40412.03361998853,Hockey Women's Hockey,"Madeline Clare ""Maddie"" Hinch",Great Britain,Hockey
0.9,0.0,0.1,46645,0,26.0,172.0,63.0,2016,0,21.29529475392104,0,8541575.0,51704.54118759212,Hockey Women's Hockey,Franzisca Hauke,Germany,Hockey
0.0,0.1,0.9,112113,1,23.0,167.0,60.0,2016,2,21.513858510523864,0,17797032.0,7714.841843760241,Judo Men's Extra-Lightweight,Yeldos Bakhtybayevich Smetov,Kazakhstan,Judo
0.1,0.9,0.0,82859,1,30.0,166.0,60.0,2016,1,21.773842357381334,0,144342396.0,8759.03611775209,Judo Men's Extra-Lightweight,Beslan Zaudinovich Mudranov,Russia,Judo
0.9,0.0,0.1,123501,1,22.0,172.0,60.0,2016,0,20.281233098972415,0,31848200.0,2117.7444302576096,Judo Men's Extra-Lightweight,Diyorbek Urozboyev,Uzbekistan,Judo
0.3,0.3,0.4,44679,1,25.0,186.0,100.0,2016,0,28.90507573129841,0,126994511.0,38972.340639146816,Judo Men's Half-Heavyweight,Ryunosuke Haga,Japan,Judo
0.1,0.7,0.2,64292,1,25.0,197.0,105.0,2016,1,27.055579891262337,0,10561633.0,18483.716479771614,Judo Men's Half-Heavyweight,Luk Krplek,Czech Republic,Judo
0.5,0.1,0.4,74942,1,28.0,189.0,108.0,2016,0,30.234315948601665,0,66896109.0,36870.21913445626,Judo Men's Half-Heavyweight,Cyrille Maret,France,Judo
0.2,0.2,0.6,3566,1,22.0,169.0,66.0,2016,2,23.1084345786212,0,51245707.0,27608.247428711602,Judo Men's Half-Lightweight,An Ba-Ul,South Korea,Judo
0.2,0.4,0.4,8452,1,21.0,160.0,66.0,2016,1,25.78125,0,60600590.0,30668.981428999723,Judo Men's Half-Lightweight,Fabio Basile,Italy,Judo
0.2,0.2,0.6,3566,1,22.0,169.0,66.0,2016,2,23.1084345786212,0,51245707.0,27608.247428711602,Judo Men's Half-Lightweight,An Ba-Ul,South Korea,Judo
0.23333333333333334,0.4,0.36666666666666664,115095,1,30.0,181.0,80.0,2016,2,24.41927902078691,0,323127513.0,57588.538070583025,Judo Men's Half-Middleweight,Travis Stevens,United States,Judo
0.2,0.7,0.1,59097,1,22.0,182.0,81.0,2016,1,24.45356840961236,0,144342396.0,8759.03611775209,Judo Men's Half-Middleweight,Khasan Magometovich Khalmurzayev,Russia,Judo
0.8,0.2,0.0,84093,1,22.0,181.0,81.0,2016,0,24.724520008546747,0,126994511.0,38972.340639146816,Judo Men's Half-Middleweight,Takanori Nagase,Japan,Judo
0.2,0.0,0.8,45940,1,24.0,191.0,125.0,2016,2,34.264411611523805,0,126994511.0,38972.340639146816,Judo Men's Heavyweight,Hisayoshi Harasawa,Japan,Judo
0.4,0.3,0.3,105958,1,25.0,193.0,120.0,2016,0,32.21562994979731,0,8547100.0,37180.84981153631,Judo Men's Heavyweight,Or Sasson,Israel,Judo
0.4,0.3,0.3,105958,1,25.0,193.0,120.0,2016,0,32.21562994979731,0,8547100.0,37180.84981153631,Judo Men's Heavyweight,Or Sasson,Israel,Judo
0.1,0.0,0.9,89632,1,24.0,179.0,73.0,2016,2,22.783308885490467,0,9762274.0,3880.7387308955604,Judo Men's Lightweight,Rstm Orucov,Azerbaijan,Judo
0.7,0.1,0.2,89186,1,24.0,170.0,73.0,2016,1,25.25951557093426,0,126994511.0,38972.340639146816,Judo Men's Lightweight,Shohei Ono,Japan,Judo
0.8,0.1,0.1,120858,1,29.0,180.0,81.0,2016,0,25.0,0,22242653.0,1668.162731196781,Judo Men's Lightweight,Sergiu Toma,Moldova,Judo
0.16666666666666666,0.03333333333333333,0.8,70385,1,27.0,187.0,94.0,2016,2,26.88095170007721,0,3719300.0,3865.785693318275,Judo Men's Middleweight,Varlam Lip'art'eliani,Georgia,Judo
0.2,0.7,0.1,7026,1,21.0,178.0,90.0,2016,1,28.40550435551067,0,126994511.0,38972.340639146816,Judo Men's Middleweight,Mashu Baker,Japan,Judo
0.8,0.2,0.0,20386,1,25.0,185.0,90.0,2016,0,26.29656683710737,0,1378665000.0,8117.267465431786,Judo Men's Middleweight,Cheng Xunzhao,China,Judo
0.3,0.3,0.4,54503,0,25.0,153.0,51.0,2016,2,21.78649237472767,0,51245707.0,27608.247428711602,Judo Women's Extra-Lightweight,Jeong Bo-Kyeong,South Korea,Judo
